,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,NObeyesdad,lifestyle
3180,1,2,3,1,0,1,0,2,1,1,0,-3
3336,1,2,3,1,0,1,0,2,1,1,0,-3
3347,1,2,3,2,0,2,0,2,0,0,0,-3
3373,1,2,3,1,0,2,0,2,1,0,0,-3
3405,1,2,4,1,0,2,0,2,1,0,0,-3
3419,1,3,3,1,0,2,0,2,2,1,0,-3
3435,1,3,3,2,0,2,0,2,1,1,0,-3
3449,1,2,3,2,0,3,0,2,1,1,0,-3
3484,1,2,3,2,0,2,0,0,2,0,0,-3
3505,0,2,3,1,0,2,0,2,1,1,0,-3
3570,1,2,3,1,0,1,0,2,1,1,0,-3
3584,1,2,3,1,0,2,0,2,1,0,0,-3
3650,1,2,3,2,0,1,0,1,1,1,0,-3
3674,1,3,3,1,0,2,1,2,1,1,0,-3
3737,1,2,3,1,0,2,0,2,1,0,0,-3
3803,1,2,3,1,0,2,0,1,2,0,0,-3
3865,0,2,3,2,0,1,0,1,0,0,0,-3
3900,1,2,3,1,0,1,0,2,1,1,0,-3
3914,0,2,3,2,0,2,0,2,0,1,0,-3
4064,1,2,3,2,0,2,0,2,0,0,0,-3
4112,1,2,4,1,0,2,0,2,1,0,0,-3
4241,0,2,3,1,0,2,0,2,1,1,0,-3
4265,1,2,3,2,0,1,0,1,1,1,0,-3
4278,1,2,4,1,0,2,0,2,1,0,0,-3
4459,1,2,3,1,0,2,0,2,1,0,0,-3
4570,0,3,2,2,0,1,1,1,0,1,0,-3
4589,1,2,3,1,0,2,0,2,1,0,0,-3
4714,1,2,4,1,0,2,0,2,1,0,0,-3
4715,1,2,3,1,0,1,0,2,1,1,0,-3
4736,1,2,3,1,0,2,0,2,1,0,0,-3
4841,1,2,4,2,0,2,0,2,0,0,0,-3
4860,1,3,3,1,0,1,0,2,1,0,0,-3
4997,1,2,3,2,0,2,1,1,0,0,0,-3
5018,0,3,3,2,0,2,1,1,0,0,0,-3
5049,1,2,3,1,0,2,0,2,1,0,0,-3
5057,1,2,3,1,0,1,0,2,1,1,0,-3
5084,1,1,3,1,0,2,0,2,1,1,0,-3
5227,1,1,3,1,0,2,1,1,1,1,0,-3
5267,1,2,3,1,0,2,0,2,1,0,0,-3
5509,1,2,3,1,0,1,0,2,1,1,0,-3
5542,1,2,3,1,0,1,0,2,1,1,0,-3
5563,0,3,1,2,0,1,0,2,0,1,0,-3
5567,1,2,3,1,0,2,0,1,2,0,0,-3
5587,1,3,3,2,0,1,0,2,1,2,0,-3
5823,1,3,3,3,0,3,0,2,0,0,0,-3
5853,1,2,3,2,0,2,0,0,2,0,0,-3
5868,0,3,4,1,0,1,0,2,1,1,0,-3
6164,0,2,4,2,0,2,0,2,0,1,0,-3
6347,1,2,4,2,0,1,0,1,1,1,0,-3
6359,1,2,4,1,0,2,0,2,1,0,0,-3
6402,1,2,3,2,0,2,0,1,1,0,0,-3
6528,0,3,4,2,0,1,0,1,1,1,0,-3
6589,0,3,3,2,0,1,1,1,0,1,0,-3
6642,1,2,3,1,0,1,0,2,1,1,0,-3
6718,1,2,3,1,0,1,0,2,1,1,0,-3
6731,1,2,3,1,0,1,0,2,1,1,0,-3
6748,1,2,1,1,0,1,0,1,2,1,0,-3
6907,1,2,4,1,0,1,0,2,1,1,0,-3
6927,1,2,4,2,0,1,0,2,0,1,0,-3
7044,1,2,4,1,0,2,0,2,1,0,0,-3
7046,1,2,3,2,0,2,0,0,2,0,0,-3
7063,0,2,3,2,0,2,0,0,2,1,0,-3
7165,1,2,3,2,0,1,0,1,1,1,0,-3
7178,1,2,4,1,0,2,0,2,1,0,0,-3
7185,1,3,3,2,0,2,1,2,0,1,0,-3
7263,1,3,4,2,0,2,0,2,1,1,0,-3
7355,1,2,3,2,0,3,0,1,2,1,0,-3
7431,1,2,2,2,0,1,1,1,0,1,0,-3
7441,1,2,4,1,0,2,0,2,1,0,0,-3
7561,1,2,3,2,0,1,0,1,1,1,0,-3
7709,1,1,1,1,0,1,0,2,0,0,0,-3
7784,1,2,3,1,0,1,0,2,1,1,0,-3
7841,1,2,4,1,0,2,0,2,1,0,0,-3
7862,1,2,4,1,0,2,0,2,1,0,0,-3
7873,0,2,3,2,0,2,0,1,1,1,0,-3
7894,1,1,3,1,0,2,0,2,1,1,0,-3
8018,1,2,3,2,0,1,0,1,1,1,0,-3
8019,1,2,3,2,0,1,0,0,2,1,0,-3
8044,1,3,4,2,0,2,0,2,1,1,0,-3
8149,1,2,3,1,0,1,0,2,1,1,0,-3
8230,0,3,3,2,0,1,1,1,0,1,0,-3
8334,1,1,3,1,0,1,0,1,1,0,0,-3
8351,1,1,3,3,0,2,0,0,1,1,0,-3
8354,1,2,3,1,0,1,0,2,1,1,0,-3
8355,1,2,3,1,0,2,0,2,1,0,0,-3
8390,1,2,3,2,0,2,0,1,1,0,0,-3
8429,1,2,3,1,0,2,0,2,1,0,0,-3
8465,1,2,3,1,0,2,0,2,1,0,0,-3
8485,1,2,3,2,0,1,0,2,0,1,0,-3
8547,1,2,4,1,0,2,0,2,1,0,0,-3
8562,1,2,3,1,0,2,0,2,1,0,0,-3
8604,1,2,3,2,0,2,0,0,2,0,0,-3
8641,1,2,4,1,0,2,0,2,1,0,0,-3
8653,0,1,3,2,0,1,0,0,1,1,0,-3
8677,1,2,4,1,0,2,0,2,1,0,0,-3
8719,1,2,3,2,0,1,0,2,0,1,0,-3
8768,1,2,3,2,0,1,0,2,0,1,0,-3
8788,1,2,3,2,0,1,0,1,1,1,0,-3
8800,0,2,3,2,0,3,0,0,2,0,0,-3
8871,1,2,3,1,0,1,0,2,1,1,0,-3
8912,0,2,3,2,0,1,1,0,0,0,0,-3
9076,0,2,3,2,0,2,0,2,0,1,0,-3
9353,1,2,3,1,0,2,0,2,1,0,0,-3
9378,1,3,3,2,0,1,0,1,1,0,0,-3
9488,1,1,3,1,0,2,0,2,1,1,0,-3
9554,1,2,3,2,0,2,0,0,2,0,0,-3
9687,1,2,3,2,0,2,0,0,2,0,0,-3
9716,1,2,3,1,0,2,0,2,1,0,0,-3
9845,1,1,3,1,0,2,0,2,1,1,0,-3
9907,1,2,3,1,0,2,0,2,1,0,0,-3
10068,1,3,4,2,0,2,1,2,0,1,0,-3
10080,0,3,1,2,0,1,1,1,0,1,0,-3
10094,0,3,1,2,0,2,1,1,0,0,0,-3
10096,1,2,3,1,0,2,0,2,1,0,0,-3
10106,1,2,3,2,0,1,0,2,0,1,0,-3
10189,0,2,3,1,0,1,1,0,1,0,0,-3
10214,1,2,4,1,0,2,0,2,1,0,0,-3
10478,0,2,3,2,0,2,0,1,1,1,0,-3
10489,1,2,3,1,0,2,0,2,1,0,0,-3
10496,1,2,4,2,0,3,0,2,1,1,0,-3
10501,1,2,3,2,0,3,0,2,1,1,0,-3
10570,0,3,3,2,0,1,0,1,1,1,0,-3
10572,1,2,3,2,0,2,0,1,1,0,0,-3
10579,0,2,3,1,0,2,0,2,1,1,0,-3
10884,1,2,4,1,0,2,0,2,1,0,0,-3
10952,1,2,3,2,0,2,0,2,0,0,0,-3
11075,0,2,3,1,0,2,0,2,1,1,0,-3
11157,1,2,4,1,0,1,0,2,1,1,0,-3
11184,1,1,3,1,0,2,0,2,1,1,0,-3
11230,1,2,3,2,0,2,0,2,0,0,0,-3
11301,1,2,4,1,0,2,0,2,1,0,0,-3
11369,1,3,3,1,0,1,0,2,1,0,0,-3
11453,1,2,1,2,0,1,0,1,1,1,0,-3
11534,1,2,1,2,0,2,0,2,0,0,0,-3
11593,0,3,3,2,0,1,1,1,0,1,0,-3
11632,1,3,4,2,0,2,0,2,1,1,0,-3
11728,0,1,3,2,0,1,0,0,1,1,0,-3
11737,1,2,3,1,0,1,0,2,1,1,0,-3
11771,1,2,3,1,0,2,0,2,1,0,0,-3
11807,1,2,3,1,0,2,0,2,1,0,0,-3
11825,0,3,3,2,0,2,0,2,0,0,0,-3
11843,1,2,3,1,0,1,0,2,1,1,0,-3
11847,1,3,3,2,0,1,0,1,1,0,0,-3
11913,1,3,3,1,0,2,1,2,1,1,0,-3
11973,1,2,3,2,0,2,0,0,2,0,0,-3
12123,1,2,1,2,0,1,0,2,0,1,0,-3
12157,1,3,3,2,0,2,0,2,1,1,0,-3
12222,1,1,3,2,0,1,0,1,0,0,0,-3
12239,1,2,3,1,0,2,0,2,1,0,0,-3
12299,1,2,3,2,0,1,0,1,1,1,0,-3
12325,1,2,3,2,0,1,0,1,1,1,0,-3
12338,1,2,3,2,0,2,0,1,1,0,0,-3
12381,1,3,3,2,0,2,1,2,0,1,0,-3
12395,1,2,3,1,0,2,0,2,1,0,0,-3
12430,1,2,1,2,0,1,0,1,1,1,0,-3
12457,1,2,3,1,0,1,0,1,2,1,0,-3
12467,0,3,3,2,0,1,1,1,0,1,0,-3
12556,1,2,3,2,0,1,0,1,1,1,0,-3
12575,1,2,3,2,0,1,0,1,1,1,0,-3
12671,1,3,3,2,0,2,0,2,1,1,0,-3
12672,1,1,3,2,0,2,0,1,1,1,0,-3
12688,1,1,3,1,0,1,0,2,0,0,0,-3
12692,0,3,4,2,0,1,0,2,0,1,0,-3
12821,1,2,4,2,0,2,0,0,2,0,0,-3
12858,1,2,3,2,0,2,0,2,0,0,0,-3
12885,1,2,3,1,0,1,0,2,1,1,0,-3
12948,1,2,4,1,0,2,0,2,1,0,0,-3
13104,1,3,3,2,0,2,0,2,1,1,0,-3
13213,1,2,3,1,0,2,0,2,1,0,0,-3
13241,0,3,4,2,0,1,0,2,0,1,0,-3
13396,1,2,3,1,0,1,1,1,1,1,0,-3
13526,0,2,3,1,0,2,0,2,1,1,0,-3
13551,1,1,3,2,0,2,0,0,2,1,0,-3
13584,1,2,3,1,0,1,1,1,1,1,0,-3
13601,1,2,3,1,0,1,0,2,1,1,0,-3
13741,1,2,3,2,0,2,0,2,0,0,0,-3
13865,1,2,3,2,0,2,0,1,1,0,0,-3
13866,1,2,3,1,0,2,0,2,1,0,0,-3
14202,1,2,4,1,0,2,0,2,1,0,0,-3
14247,1,2,4,1,0,2,0,2,1,0,0,-3
14332,1,1,3,1,0,1,0,1,1,0,0,-3
14408,1,2,3,1,0,2,0,2,1,0,0,-3
14427,1,2,4,1,0,2,0,2,1,0,0,-3
14467,1,2,3,2,0,1,0,1,1,1,0,-3
14472,1,3,4,2,0,2,0,2,1,1,0,-3
14565,1,2,3,2,0,1,0,1,1,1,0,-3
14568,1,1,4,1,0,2,0,2,1,1,0,-3
14729,1,3,3,2,0,2,0,2,1,1,0,-3
14779,1,1,3,1,0,1,0,2,1,2,0,-3
14784,1,3,1,2,0,2,0,3,0,1,0,-3
14822,1,2,3,2,0,1,0,1,1,1,0,-3
14970,0,3,3,2,0,2,0,2,0,0,0,-3
15001,1,2,4,1,0,1,0,2,1,1,0,-3
15014,1,3,3,1,0,1,0,2,1,0,0,-3
15089,1,2,3,1,0,2,0,2,1,0,0,-3
15187,1,1,3,1,0,2,0,2,1,1,0,-3
15197,1,2,3,2,0,1,0,1,1,1,0,-3
15351,1,2,3,1,0,1,0,2,1,1,0,-3
15355,1,2,3,2,0,1,0,0,2,1,0,-3
15435,1,2,3,1,0,1,0,2,1,1,0,-3
15493,1,1,3,1,0,2,0,2,1,1,0,-3
15527,1,2,3,2,0,1,0,2,0,1,0,-3
15551,1,2,3,1,0,2,0,1,2,0,0,-3
15604,0,2,3,2,0,1,0,1,0,0,0,-3
15621,1,2,4,1,0,2,0,2,1,0,0,-3
15640,1,3,4,2,0,1,0,1,1,0,0,-3
15820,0,3,3,2,0,1,1,1,0,1,0,-3
15827,1,3,3,2,0,2,1,1,1,1,0,-3
15860,1,3,3,2,0,2,0,2,1,1,0,-3
15969,0,3,3,1,0,1,0,2,1,1,0,-3
16006,1,2,3,1,0,2,0,2,1,0,0,-3
16019,0,3,4,1,0,1,0,2,1,1,0,-3
16198,1,3,3,1,0,2,0,3,1,1,0,-3
16249,1,2,3,2,0,1,0,0,2,1,0,-3
16270,1,2,4,1,0,2,0,2,1,0,0,-3
16379,1,3,2,2,0,1,0,1,1,0,0,-3
16435,1,2,3,1,0,2,0,2,1,0,0,-3
16441,0,3,3,1,0,2,0,2,1,0,0,-3
16533,1,2,3,1,0,2,0,2,2,2,0,-3
16585,1,2,3,2,0,1,0,1,1,1,0,-3
16635,0,3,4,2,0,2,0,2,0,0,0,-3
16659,1,2,3,2,0,2,0,1,1,0,0,-3
16671,1,2,3,2,0,2,0,1,1,0,0,-3
16732,0,3,1,0,0,2,0,3,1,0,0,-3
16798,0,2,3,2,0,1,0,1,0,0,0,-3
16969,1,2,3,1,0,1,0,2,1,1,0,-3
17246,1,3,3,2,0,1,0,2,0,0,0,-3
17253,1,2,3,1,0,2,1,2,0,0,0,-3
17413,1,3,3,2,0,2,1,2,0,1,0,-3
17421,0,3,3,2,0,2,0,2,0,0,0,-3
17692,1,2,3,1,0,1,0,2,1,1,0,-3
17797,1,3,3,3,0,1,0,1,0,0,0,-3
17803,1,2,3,1,0,2,0,2,1,0,0,-3
17856,1,3,3,2,0,1,0,1,1,0,0,-3
17859,1,3,3,2,0,2,0,2,1,1,0,-3
17887,1,1,4,1,0,2,0,2,1,1,0,-3
17897,1,2,4,1,0,2,0,2,1,0,0,-3
17927,1,2,3,1,0,1,0,2,1,1,0,-3
17931,1,2,4,1,0,2,0,2,1,0,0,-3
17933,1,2,3,1,0,2,0,2,1,0,0,-3
17969,1,2,3,2,0,2,0,2,0,0,0,-3
18021,1,2,3,1,0,1,0,2,1,1,0,-3
18075,1,3,3,3,0,2,0,0,2,1,0,-3
18143,1,3,4,2,0,2,1,2,0,1,0,-3
18204,1,2,4,1,0,2,0,2,1,0,0,-3
18229,1,2,3,1,0,1,0,2,1,1,0,-3
18258,0,3,3,2,0,1,0,2,0,1,0,-3
18391,1,2,3,1,0,2,0,2,1,0,0,-3
18411,1,1,3,1,0,2,0,2,1,1,0,-3
18629,1,2,3,2,0,1,0,1,1,1,0,-3
18655,0,3,4,2,0,2,0,2,0,0,0,-3
18657,0,2,1,2,0,3,0,0,2,0,0,-3
18747,1,2,3,1,0,1,0,2,1,1,0,-3
18806,0,3,4,2,0,2,0,2,0,0,0,-3
18910,1,2,3,2,0,2,0,2,0,0,0,-3
18928,0,3,3,1,0,2,0,2,1,0,0,-3
18993,0,3,3,2,0,1,0,1,1,1,0,-3
19047,1,2,3,1,0,2,0,2,1,0,0,-3
19079,1,2,3,1,0,2,0,2,1,0,0,-3
19085,0,3,3,2,0,2,1,1,0,0,0,-3
19094,1,1,3,1,0,2,0,2,1,1,0,-3
19150,1,2,1,2,0,2,0,0,2,0,0,-3
19188,0,2,2,1,0,1,1,1,0,0,0,-3
19212,1,2,3,1,0,2,0,2,1,0,0,-3
19230,1,2,4,1,0,2,0,2,1,0,0,-3
19258,1,3,4,3,0,3,0,2,0,0,0,-3
19406,0,2,1,2,0,1,0,1,0,0,0,-3
19560,1,2,3,2,0,2,0,2,0,0,0,-3
19584,0,1,4,2,0,1,0,0,1,1,0,-3
19586,1,1,3,1,0,2,0,2,1,1,0,-3
19613,1,2,3,1,0,1,0,1,2,1,0,-3
19637,0,3,3,1,0,1,0,2,1,1,0,-3
19753,1,2,4,1,0,2,0,2,1,0,0,-3
19755,1,2,3,2,0,2,0,1,1,0,0,-3
19886,1,3,3,2,0,2,0,2,1,1,0,-3
19919,1,2,3,1,0,1,0,2,1,1,0,-3
20011,1,2,3,1,0,2,0,2,1,0,0,-3
20029,1,3,3,3,0,2,0,0,2,1,0,-3
20059,0,3,3,2,0,1,1,1,0,1,0,-3
20144,1,3,3,1,0,2,0,3,1,1,0,-3
20159,1,2,3,1,0,2,0,2,1,0,0,-3
20184,1,2,3,2,0,2,0,0,2,0,0,-3
20200,1,2,3,1,0,1,0,2,1,1,0,-3
20257,1,2,4,1,0,2,0,2,1,0,0,-3
20282,1,2,3,1,0,2,0,2,1,0,0,-3
20651,0,3,3,2,0,2,0,2,0,0,0,-3
59,1,3,3,2,0,2,1,1,0,0,0,-2
114,1,3,3,2,0,2,0,0,2,0,0,-2
274,1,2,3,1,0,2,0,2,1,1,0,-2
291,1,3,3,2,0,2,0,1,1,0,0,-2
322,1,2,3,1,0,2,0,2,1,1,0,-2
350,1,2,3,1,0,2,0,2,1,1,0,-2
382,0,2,3,2,0,1,0,1,0,1,0,-2
417,1,2,3,1,0,2,1,2,0,1,0,-2
425,1,2,3,1,0,2,0,2,1,1,0,-2
650,0,2,3,2,0,2,0,0,1,0,0,-2
742,1,2,3,2,0,1,0,0,1,0,0,-2
813,1,2,3,2,0,2,0,1,1,1,0,-2
817,0,3,3,2,0,2,1,1,0,1,0,-2
869,1,3,3,2,0,1,0,1,1,1,0,-2
886,1,2,3,1,0,2,0,2,1,1,0,-2
904,1,2,3,1,0,2,0,2,1,1,0,-2
910,1,2,3,2,0,2,1,0,1,1,0,-2
983,1,3,3,2,0,2,0,0,2,0,0,-2
1043,0,3,3,2,0,1,0,1,0,0,0,-2
1125,1,3,3,2,0,1,1,1,0,1,0,-2
1169,1,1,3,2,0,1,0,0,1,1,0,-2
1266,1,1,4,2,0,1,0,0,1,1,0,-2
1306,1,2,3,2,0,1,0,1,0,0,0,-2
1318,1,2,3,1,0,2,0,2,1,1,0,-2
1410,1,3,4,1,0,2,1,2,0,0,0,-2
1448,1,3,3,2,0,1,0,0,2,1,0,-2
1481,1,2,3,1,0,2,0,2,1,1,0,-2
1644,0,3,3,2,0,1,1,0,0,0,0,-2
1660,1,2,4,2,0,2,0,2,0,1,0,-2
1743,1,2,3,2,0,1,0,1,0,0,0,-2
1801,1,2,3,1,0,2,0,2,1,1,0,-2
1958,0,2,3,1,0,2,0,0,2,0,0,-2
1976,1,2,3,1,0,2,0,2,1,1,0,-2
1983,1,2,3,1,0,2,0,1,2,1,0,-2
2017,1,2,3,2,0,1,0,1,0,0,0,-2
2091,1,1,3,1,0,1,0,1,1,1,0,-2
2144,1,2,3,1,0,2,0,2,1,1,0,-2
2239,1,1,3,1,0,1,0,1,1,1,0,-2
2298,1,3,4,1,0,2,0,2,1,0,0,-2
2338,1,2,3,1,0,1,0,1,1,0,0,-2
2364,1,2,3,2,0,2,0,0,2,1,0,-2
2402,1,3,3,2,0,2,0,2,0,0,0,-2
2412,1,3,4,1,0,2,0,2,1,0,0,-2
2431,1,3,3,2,0,2,0,1,1,0,0,-2
2511,1,3,3,2,0,1,0,1,1,1,0,-2
2522,1,3,4,2,0,2,0,1,1,0,0,-2
2544,1,2,4,2,0,2,0,1,1,1,0,-2
2685,1,3,3,2,0,1,1,1,0,1,0,-2
2693,1,3,4,1,0,2,0,2,1,0,0,-2
2749,1,2,3,1,0,2,0,1,2,1,0,-2
2792,1,3,3,2,0,1,1,1,0,1,0,-2
2848,1,1,3,1,0,1,0,1,1,1,0,-2
2874,1,2,3,2,0,2,0,1,1,1,0,-2
2928,1,3,4,1,0,2,0,2,1,0,0,-2
2953,1,3,3,2,0,1,1,1,0,1,0,-2
3135,1,2,3,1,0,2,0,2,1,1,0,-2
3172,0,2,3,1,0,1,0,1,1,1,0,-2
3239,0,3,3,2,0,2,0,2,0,1,0,-2
3313,1,2,2,1,0,1,0,2,0,0,0,-2
3529,1,1,3,1,0,1,0,1,1,1,0,-2
3541,1,2,3,1,0,2,1,0,2,1,0,-2
3565,1,3,3,1,0,1,0,2,1,1,0,-2
3586,0,3,3,2,0,2,1,1,0,1,0,-2
3646,0,3,1,2,0,1,1,0,0,0,0,-2
3669,0,2,3,0,0,1,0,2,1,1,0,-2
3711,1,2,4,2,0,2,0,1,1,1,0,-2
3845,1,2,3,1,0,2,0,2,1,1,0,-2
3862,1,2,4,1,0,1,0,2,0,0,0,-2
3934,1,2,4,1,0,2,0,2,1,1,0,-2
3987,1,2,3,2,0,1,0,1,0,0,0,-2
4067,1,3,3,1,0,2,0,2,1,0,0,-2
4087,1,3,3,2,0,1,0,0,2,1,0,-2
4139,1,3,3,1,0,1,0,2,1,1,0,-2
4318,1,2,3,1,0,2,0,2,1,1,0,-2
4363,1,3,3,2,0,2,0,2,0,0,0,-2
4524,0,2,1,2,0,2,0,1,0,0,0,-2
4594,1,2,4,1,0,2,0,2,1,1,0,-2
4636,1,1,3,2,0,1,0,1,0,1,0,-2
4655,0,3,3,2,0,2,1,1,0,1,0,-2
4724,1,3,4,1,0,2,0,2,1,0,0,-2
4760,1,3,3,1,0,1,0,2,1,1,0,-2
4802,0,2,3,2,0,1,0,1,0,1,0,-2
4827,1,3,4,2,0,1,0,2,0,1,0,-2
4859,1,2,3,2,0,1,0,0,1,0,0,-2
5038,1,2,4,1,0,2,0,2,1,1,0,-2
5085,0,3,3,2,0,2,0,2,0,1,0,-2
5153,1,2,4,1,0,2,0,2,1,1,0,-2
5269,0,3,3,2,0,1,0,0,1,0,0,-2
5272,1,2,4,1,0,2,0,2,1,1,0,-2
5354,1,2,3,1,0,2,0,2,1,1,0,-2
5454,1,2,1,2,0,1,0,1,0,0,0,-2
5602,1,2,3,2,0,2,0,1,1,1,0,-2
5719,1,2,3,2,0,1,0,0,1,0,0,-2
5755,1,2,4,2,0,2,0,2,0,1,0,-2
5777,1,2,4,1,0,2,0,2,1,1,0,-2
5889,1,1,3,1,0,1,0,0,2,1,0,-2
5898,0,3,4,1,0,2,0,2,1,1,0,-2
5925,1,3,3,2,0,2,0,1,1,0,0,-2
6020,0,3,3,2,0,1,1,0,0,0,0,-2
6239,1,2,3,2,0,1,0,0,1,0,0,-2
6322,1,3,3,1,0,1,0,2,1,1,0,-2
6327,1,1,1,1,0,2,0,2,0,0,0,-2
6400,1,1,3,1,0,1,0,2,0,1,0,-2
6466,0,3,3,2,0,2,1,1,0,1,0,-2
6500,0,2,2,2,0,1,1,0,0,1,0,-2
6587,1,2,3,1,0,2,0,2,1,1,0,-2
6622,1,2,3,1,0,2,0,2,1,1,0,-2
6647,1,3,3,1,0,1,0,2,1,1,0,-2
6755,1,2,3,1,0,2,0,2,1,1,0,-2
6846,1,3,3,2,0,2,0,1,1,0,0,-2
6899,1,2,4,1,0,2,0,2,1,1,0,-2
6910,1,2,3,2,0,2,0,2,0,1,0,-2
6975,1,1,3,2,0,1,0,0,1,1,0,-2
6981,1,2,1,2,0,1,0,1,0,0,0,-2
6986,1,2,4,1,0,2,0,2,1,1,0,-2
6994,1,3,4,2,0,1,0,1,1,1,0,-2
7030,1,2,3,1,0,2,0,2,1,1,0,-2
7035,0,3,3,2,0,1,0,1,0,0,0,-2
7093,1,3,3,2,0,1,1,1,0,1,0,-2
7305,1,1,3,1,0,2,0,2,1,2,0,-2
7580,1,2,3,2,0,1,0,1,0,0,0,-2
7586,1,2,3,1,0,2,0,2,1,1,0,-2
7658,1,3,4,1,0,2,0,2,1,0,0,-2
7688,1,2,3,1,0,2,0,1,2,1,0,-2
8010,1,2,4,1,0,2,0,2,1,1,0,-2
8138,1,2,3,1,1,2,0,2,1,1,0,-2
8217,1,2,3,1,0,1,0,1,1,0,0,-2
8241,1,2,3,2,0,1,0,0,1,0,0,-2
8384,1,3,4,1,0,2,0,2,1,0,0,-2
8407,1,3,3,2,0,1,0,0,2,1,0,-2
8437,1,2,3,1,0,2,0,2,1,1,0,-2
8583,1,2,3,1,0,2,0,2,1,1,0,-2
8605,1,2,3,1,0,2,0,2,1,1,0,-2
8607,1,3,3,2,0,2,1,1,0,0,0,-2
8643,1,2,3,1,0,2,0,2,1,1,0,-2
8656,0,1,3,1,0,2,0,1,1,1,0,-2
8799,1,2,3,1,0,2,0,2,1,1,0,-2
8836,1,3,3,1,0,2,0,2,1,0,0,-2
8888,1,3,3,1,0,1,0,2,1,1,0,-2
9030,1,2,4,2,0,3,0,0,2,0,0,-2
9052,1,3,4,1,0,1,0,2,1,1,0,-2
9086,1,3,3,1,0,1,1,1,1,1,0,-2
9175,1,1,3,1,0,1,0,1,1,1,0,-2
9221,1,3,1,2,0,1,0,1,1,1,0,-2
9266,1,3,1,2,0,2,0,0,2,0,0,-2
9422,0,2,1,2,0,1,1,0,0,1,0,-2
9463,1,2,3,1,0,2,0,1,2,1,0,-2
9621,1,2,3,2,0,2,0,1,1,1,0,-2
9651,1,3,3,2,0,2,0,2,0,0,0,-2
9664,1,1,3,1,0,1,0,0,2,1,0,-2
9675,1,3,3,1,0,1,0,2,1,1,0,-2
9697,1,2,4,1,0,2,0,2,1,1,0,-2
9722,1,2,3,2,0,2,0,0,2,1,0,-2
9768,1,1,3,1,0,1,0,1,1,1,0,-2
9858,1,1,3,2,0,1,0,0,1,1,0,-2
9863,0,3,3,2,0,2,1,1,0,1,0,-2
9891,1,3,1,1,0,2,0,2,1,0,0,-2
10065,1,2,3,1,0,2,0,2,1,1,0,-2
10299,0,3,3,2,0,1,0,1,0,0,0,-2
10348,0,3,3,2,0,2,0,2,0,1,0,-2
10365,1,1,3,1,0,1,0,1,1,1,0,-2
10430,1,2,3,2,0,1,0,0,1,0,0,-2
10589,1,3,3,2,0,1,1,1,0,1,0,-2
10603,1,2,3,2,0,2,0,0,2,1,0,-2
10808,1,2,3,1,0,2,0,2,1,1,0,-2
10810,1,2,4,1,0,2,0,2,1,1,0,-2
10828,1,2,3,2,0,1,0,0,1,0,0,-2
10880,1,2,3,1,0,2,0,2,1,1,0,-2
10966,1,2,3,2,0,1,0,1,0,0,0,-2
11051,1,1,3,2,0,1,0,0,1,1,0,-2
11144,1,2,3,2,0,1,0,1,0,0,0,-2
11351,1,2,3,1,0,2,0,1,2,1,0,-2
11364,1,2,3,1,0,2,0,1,2,1,0,-2
11437,1,2,1,2,0,1,0,0,1,0,0,-2
11451,1,2,3,2,0,2,0,0,2,1,0,-2
11715,1,3,3,2,0,1,1,1,0,1,0,-2
11726,0,2,3,2,0,1,0,1,0,1,0,-2
11730,1,2,4,1,0,2,0,2,1,1,0,-2
11919,1,3,3,2,0,1,0,2,0,1,0,-2
11958,1,1,4,2,0,1,0,1,0,1,0,-2
11979,1,2,3,1,0,2,0,2,1,1,0,-2
12019,1,3,3,1,0,1,1,2,0,1,0,-2
12027,1,2,3,2,0,2,0,1,1,1,0,-2
12068,1,2,1,2,0,1,0,0,1,0,0,-2
12069,1,2,3,1,0,2,0,2,1,1,0,-2
12099,1,1,3,2,0,1,1,0,0,1,0,-2
12114,1,2,3,2,0,1,0,0,1,0,0,-2
12147,1,2,3,2,0,2,0,0,2,1,0,-2
12172,1,2,4,1,0,2,0,2,1,1,0,-2
12192,1,3,4,1,0,2,0,2,1,0,0,-2
12220,0,3,1,2,0,1,1,0,0,0,0,-2
12242,1,2,3,1,0,2,0,2,1,1,0,-2
12365,1,3,3,2,0,2,0,1,1,0,0,-2
12400,1,1,3,1,0,1,0,1,1,1,0,-2
12437,1,2,4,1,0,3,0,2,1,0,0,-2
12452,1,2,3,1,0,2,0,2,1,1,0,-2
12468,1,2,3,1,0,2,0,2,1,1,0,-2
12609,1,3,3,1,0,1,0,2,1,1,0,-2
12750,1,2,4,1,0,2,0,2,1,1,0,-2
12769,0,3,3,2,0,2,1,1,0,1,0,-2
12816,0,3,3,1,0,2,1,1,1,1,0,-2
12824,1,1,3,1,0,1,0,1,1,1,0,-2
12908,1,2,3,1,0,2,0,2,1,1,0,-2
12936,1,2,3,2,0,1,0,0,1,0,0,-2
12979,0,2,3,2,0,2,0,0,1,0,0,-2
12986,1,3,3,2,0,1,1,1,0,1,0,-2
13032,1,2,4,1,0,2,0,2,1,1,0,-2
13096,0,3,3,1,0,2,0,1,2,1,0,-2
13119,1,3,1,2,0,1,0,2,0,1,0,-2
13190,0,2,3,2,0,2,0,1,0,0,0,-2
13195,1,2,3,2,0,2,0,0,2,1,0,-2
13204,1,2,4,2,0,2,0,0,2,1,0,-2
